id	name	formula	charge	inchikey	smiles	deltag	kegg id	ms id
xcpd__10161_c0		C28H21O4P						
xcpd__10164_c0		C21H24O11						
xcpd__10166_c0		C21H28N2O5S2						
xcpd__10167_c0		C18H29O11P						
xcpd__10168_c0		C12H28N4O14						
xcpd__10169_c0		C22H28O10						
xcpd__10170_c0		C19H33O10P						
xcpd__10172_c0		C23H33O7P						
xcpd__10173_c0		C23H32O9						
xcpd__10174_c0		C31H32OS						
xcpd__10175_c0		C24H37O6P						
xcpd__10177_c0		C25H41OPS2						
xcpd__10178_c0		C24H36O8						
xcpd__10180_c0		C21H40O10						
xcpd__10182_c0		C19H19NO12						
xcpd__10185_c0		C22H19N3O6S						
xcpd__10186_c0		C20H23NO11						
xcpd__10188_c0		C23H23N3O5S						
xcpd__10189_c0		C19H23N3O10						
xcpd__10192_c0		C21H27NO10						
xcpd__10195_c0		C25H32N3OPS						
xcpd__10204_c0		C23H19O6PS						
xcpd__10205_c0		C21H14N2O10						
xcpd__10206_c0		C19H19O11P						
xcpd__10207_c0		C19H18O13						
xcpd__10208_c0		C16H23O13P						
xcpd__10209_c0		C23H18O10						
xcpd__10211_c0		C22H19N2O7P						
xcpd__10212_c0		C12H27N2O12PS						
xcpd__10215_c0		C20H22O12						
xcpd__10216_c0		C19H22N2O11						
xcpd__10217_c0		C28H22O4S						
xcpd__10218_c0		C17H27O12P						
xcpd__10219_c0		C30H18N2O3						
xcpd__10220_c0		C21H27O9P						
xcpd__10221_c0		C21H26O11						
xcpd__10223_c0		C21H30N2O5S2						
xcpd__10225_c0		C18H31O11P						
xcpd__10226_c0		C25H26O8						
xcpd__10228_c0		C22H30O8S						
xcpd__10229_c0		C22H31O8P						
xcpd__10230_c0		C22H30O10						
xcpd__10231_c0		C33H26O2						
xcpd__10232_c0		C19H35O10P						
xcpd__10233_c0		C23H35O7P						
xcpd__10234_c0		C23H34O9						
xcpd__10235_c0		C24H39O6P						
xcpd__10237_c0		C24H38O8						
xcpd__10242_c0		C22H17NO10						
xcpd__10243_c0		C19H21NO12						
xcpd__10254_c0		C22H33NO9						
xcpd__10259_c0		C12H13N2O11PS2						
xcpd__10261_c0		C18H4N2O13						
xcpd__10262_c0		C20H12N2O11						
xcpd__10263_c0		C18H16O14						
xcpd__10264_c0		C15H21O14P						
xcpd__10266_c0		C22H16O11						
xcpd__10268_c0		C13H20N4O12S						
xcpd__10269_c0		C19H21O11P						
xcpd__10271_c0		C19H20O13						
xcpd__10272_c0		C16H25O13P						
xcpd__10273_c0		C23H20O10						
xcpd__10274_c0		C26H21N2O2PS						
xcpd__10275_c0		C20H25O10P						
xcpd__10276_c0		C20H24O12						
xcpd__10277_c0		C31H20O4						
xcpd__10278_c0		C31H20O4						
xcpd__10279_c0		C24H24O9						
xcpd__10280_c0		C24H24O9						
xcpd__10281_c0		C21H28O9S						
xcpd__10282_c0		C21H28O9S						
xcpd__10283_c0		C21H29O9P						
xcpd__10284_c0		C21H28O11						
xcpd__10285_c0		C32H24O3						
xcpd__10287_c0		C25H28O8						
xcpd__10288_c0		C25H28O8						
xcpd__10289_c0		C22H32O8S						
xcpd__10290_c0		C22H33O8P						
xcpd__10291_c0		C22H32O10						
xcpd__10292_c0		C33H28O2						
xcpd__10293_c0		C26H32O7						
xcpd__10295_c0		C23H37O7P						
xcpd__10296_c0		C23H36O9						
xcpd__10298_c0		C21H45O8P						
xcpd__10305_c0		C22H19NO10						
xcpd__10311_c0		C23H23NO9						
xcpd__10316_c0		C21H31NO10						
xcpd__10321_c0		C21H14O12						
xcpd__10322_c0		C18H19O12P						
xcpd__10324_c0		C18H18O14						
xcpd__10326_c0		C22H18O11						
xcpd__10327_c0		C19H23O11P						
xcpd__10328_c0		C19H22O13						
xcpd__10329_c0		C30H18O5						
xcpd__10331_c0		C23H22O10						
xcpd__10332_c0		C20H26O10S						
xcpd__10333_c0		C20H26O10S						
xcpd__10334_c0		C20H27O10P						
xcpd__10335_c0		C20H26O12						
xcpd__10337_c0		C31H22O4						
xcpd__10338_c0		C24H26O9						
xcpd__10339_c0		C21H30O9S						
xcpd__10340_c0		C21H30O9S						
xcpd__10341_c0		C21H31O9P						
xcpd__10342_c0		C21H30O11						
xcpd__10345_c0		C25H30O8						
xcpd__10347_c0		C22H34O8S						
xcpd__10348_c0		C22H34O8S						
xcpd__10350_c0		C22H34O10						
xcpd__10352_c0		C26H34O7						
xcpd__10354_c0		C23H39O7P						
xcpd__10356_c0		C27H13N3O3S						
xcpd__10357_c0		C24H17N3O3S2						
xcpd__10360_c0		C21H22N3O5PS						
xcpd__10362_c0		C22H21NO10						
xcpd__10363_c0		C22H21NO10						
xcpd__10367_c0		C22H26N3O4PS						
xcpd__10369_c0		C23H25NO9						
xcpd__10371_c0		C24H29NO4S2						
xcpd__10376_c0		C21H33NO10						
xcpd__10383_c0		C21H16O12						
xcpd__10384_c0		C22H20O7S2						
xcpd__10385_c0		C18H21O12P						
xcpd__10387_c0		C18H20O14						
xcpd__10388_c0		C29H16O6						
xcpd__10390_c0		C22H20O11						
xcpd__10391_c0		C22H20O11						
xcpd__10392_c0		C19H25O11P						
xcpd__10393_c0		C19H24O13						
xcpd__10394_c0		C30H20O5						
xcpd__10395_c0		C23H24O10						
xcpd__10396_c0		C26H25N2O2PS						
xcpd__10397_c0		C20H28O10S						
xcpd__10398_c0		C20H28O10S						
xcpd__10399_c0		C20H29O10P						
xcpd__10400_c0		C20H28O12						
xcpd__10402_c0		C24H28O9						
xcpd__10403_c0		C21H32O9S						
xcpd__10406_c0		C21H32O11						
xcpd__10407_c0		C24H33N2O3PS						
xcpd__10410_c0		C25H32O8						
xcpd__10411_c0		C22H36O8S						
xcpd__10412_c0		C22H36O8S						
xcpd__10413_c0		C22H37O8P						
xcpd__10414_c0		C26H36O7						
xcpd__10415_c0		C26H36O7						
xcpd__10416_c0		C23H41O7P						
xcpd__10417_c0		C24H45O2PS2						
xcpd__10418_c0		C31H40OS						
xcpd__10424_c0		C21H19NO11						
xcpd__10425_c0		C21H19NO11						
xcpd__10429_c0		C22H23NO10						
xcpd__10434_c0		C20H32NO5PS2						
xcpd__10439_c0		C23H27NO9						
xcpd__10440_c0		C23H27NO9						
xcpd__10443_c0		C22H27N3O8						
xcpd__10444_c0		C20H31NO11						
xcpd__10445_c0		C24H31NO8						
xcpd__10449_c0		C31H11OPS						
xcpd__10450_c0		C20H14O13						
xcpd__10452_c0		C28H14O5S						
xcpd__10453_c0		C17H19O13P						
xcpd__10455_c0		C21H18O12						
xcpd__10456_c0		C18H23O12P						
xcpd__10457_c0		C18H22O14						
xcpd__10458_c0		C18H22O14						
xcpd__10459_c0		C29H18O6						
xcpd__10461_c0		C22H22O11						
xcpd__10462_c0		C22H22O11						
xcpd__10463_c0		C19H27O11P						
xcpd__10464_c0		C19H26O13						
xcpd__10465_c0		C19H26O13						
xcpd__10466_c0		C22H26N2O7S						
xcpd__10467_c0		C30H22O5						
xcpd__10468_c0		C23H26O10						
xcpd__10469_c0		C20H30O10S						
xcpd__10470_c0		C20H31O10P						
xcpd__10471_c0		C20H30O12						
xcpd__10472_c0		C20H30O12						
xcpd__10473_c0		C31H26O4						
xcpd__10475_c0		C24H30O9						
xcpd__10476_c0		C21H34O9S						
xcpd__10478_c0		C15H34N4O12						
xcpd__10480_c0		C25H34O8						
xcpd__10481_c0		C22H39O8P						
xcpd__10484_c0		C26H38O7						
xcpd__10486_c0		C23H43O7P						
xcpd__10488_c0		C20H17NO12						
xcpd__10491_c0		C21H21NO9S						
xcpd__10492_c0		C30H13N3O3						
xcpd__10494_c0		C21H21NO11						
xcpd__10495_c0		C21H21NO11						
xcpd__10500_c0		C22H25NO10						
xcpd__10501_c0		C22H25NO10						
xcpd__10503_c0		C25H25N3O4S						
xcpd__10505_c0		C32H21N3O						
xcpd__10507_c0		C19H29NO12						
xcpd__10508_c0		C23H29NO9						
xcpd__10511_c0		C20H33NO11						
xcpd__10517_c0		C20H16O13						
xcpd__10518_c0		C20H16O13						
xcpd__10519_c0		C28H17O3PS						
xcpd__10520_c0		C24H17O8P						
xcpd__10521_c0		C14H16N4O14						
xcpd__10522_c0		C17H21O13P						
xcpd__10524_c0		C22H17N4O6P						
xcpd__10525_c0		C20H20N2O9S						
xcpd__10526_c0		C28H16O7						
xcpd__10528_c0		C21H20O12						
xcpd__10529_c0		C18H25O12P						
xcpd__10530_c0		C31H16N2O3						
xcpd__10532_c0		C23H29O4PS2						
xcpd__10533_c0		C29H20O6						
xcpd__10535_c0		C22H24O11						
xcpd__10536_c0		C19H29O11P						
xcpd__10537_c0		C13H28N4O14						
xcpd__10538_c0		C24H33O3PS2						
xcpd__10539_c0		C22H28N2O7S						
xcpd__10540_c0		C30H24O5						
xcpd__10541_c0		C30H24O5						
xcpd__10542_c0		C23H28O10						
xcpd__10543_c0		C20H33O10P						
xcpd__10546_c0		C25H29N4O3P						
xcpd__10547_c0		C23H32N2O6S						
xcpd__10548_c0		C24H32O9						
xcpd__10549_c0		C21H37O9P						
xcpd__10551_c0		C26H41OPS2						
xcpd__10552_c0		C25H36O8						
xcpd__10553_c0		C22H41O8P						
xcpd__10554_c0		C26H40O7						
xcpd__10556_c0		C20H19NO12						
xcpd__10557_c0		C20H19NO12						
xcpd__10561_c0		C17H24NO12P						
xcpd__10564_c0		C21H23NO11						
xcpd__10567_c0		C24H23N3O5S						
xcpd__10568_c0		C20H23N3O10						
xcpd__10575_c0		C19H31NO12						
xcpd__10576_c0		C23H31NO9						
xcpd__10577_c0		C23H31NO9						
xcpd__10584_c0		C20H18O13						
xcpd__10585_c0		C28H19O3PS						
xcpd__10586_c0		C17H23O13P						
xcpd__10587_c0		C25H23O5PS						
xcpd__10590_c0		C22H27O5PS2						
xcpd__10591_c0		C28H18O7						
xcpd__10592_c0		C21H22O12						
xcpd__10593_c0		C20H22N2O11						
xcpd__10594_c0		C18H27O12P						
xcpd__10596_c0		C22H26O9S						
xcpd__10597_c0		C14H31N2O11PS						
xcpd__10599_c0		C22H26O11						
xcpd__10600_c0		C19H31O11P						
xcpd__10601_c0		C13H30N4O14						
xcpd__10602_c0		C23H30O10						
xcpd__10603_c0		C20H35O10P						
xcpd__10606_c0		C27H34N2OS2						
xcpd__10607_c0		C24H35O7P						
xcpd__10609_c0		C24H34O9						
xcpd__10610_c0		C25H38O8						
xcpd__10611_c0		C25H38O8						
xcpd__10612_c0		C27H46O4S						
xcpd__10614_c0		C19H17NO13						
xcpd__10616_c0		C20H21NO12						
xcpd__10617_c0		C20H21NO12						
xcpd__10619_c0		C21H25NO11						
xcpd__10621_c0		C31H21N3O2						
xcpd__10632_c0		C15H17O15P						
xcpd__10633_c0		C32H8N2O3						
xcpd__10634_c0		C19H16O14						
xcpd__10635_c0		C19H16O14						
xcpd__10636_c0		C16H21O14P						
xcpd__10638_c0		C24H12N4O7						
xcpd__10640_c0		C12H25N2O13PS						
xcpd__10641_c0		C31H16O3S						
xcpd__10644_c0		C20H20O13						
xcpd__10646_c0		C24H20O10						
xcpd__10647_c0		C32H20O2S						
xcpd__10649_c0		C21H24O12						
xcpd__10651_c0		C21H28N2O6S2						
xcpd__10652_c0		C29H24O4S						
xcpd__10654_c0		C25H24O9						
xcpd__10655_c0		C25H24O9						
xcpd__10656_c0		C23H24N4O5S						
xcpd__10658_c0		C22H29O9P						
xcpd__10659_c0		C22H28O11						
xcpd__10660_c0		C22H32N2O5S2						
xcpd__10661_c0		C30H28O3S						
xcpd__10662_c0		C26H28O8						
xcpd__10663_c0		C26H28O8						
xcpd__10664_c0		C23H33O8P						
xcpd__10665_c0		C23H32O10						
xcpd__10666_c0		C24H37O7P						
xcpd__10668_c0		C24H36O9						
xcpd__10669_c0		C25H40O8						
xcpd__10671_c0		C23H49O7P						
xcpd__10674_c0		C19H19NO13						
xcpd__10677_c0		C20H23NO12						
xcpd__10690_c0		C13H14N2O13S2						
xcpd__10691_c0		C23H7N2O8P						
xcpd__10692_c0		C22H6N4O7S						
xcpd__10693_c0		C26H6N4O6						
xcpd__10695_c0		C22H14O12						
xcpd__10696_c0		C13H18N4O13S						
xcpd__10699_c0		C19H18O14						
xcpd__10700_c0		C22H19N2O6PS						
xcpd__10701_c0		C16H23O14P						
xcpd__10702_c0		C23H18O11						
xcpd__10703_c0		C23H18O11						
xcpd__10705_c0		C31H18O3S						
xcpd__10706_c0		C20H23O11P						
xcpd__10707_c0		C20H22O13						
xcpd__10708_c0		C25H19N4O4P						
xcpd__10709_c0		C19H22N2O12						
xcpd__10710_c0		C28H22O5S						
xcpd__10712_c0		C24H22O10						
xcpd__10713_c0		C24H22O10						
xcpd__10714_c0		C23H23N2O7P						
xcpd__10715_c0		C21H27O10P						
xcpd__10716_c0		C21H26O12						
xcpd__10717_c0		C24H26N2O6S						
xcpd__10718_c0		C32H22O4						
xcpd__10719_c0		C32H22O4						
xcpd__10720_c0		C25H26O9						
xcpd__10721_c0		C25H26O9						
xcpd__10722_c0		C22H30O9S						
xcpd__10723_c0		C22H31O9P						
xcpd__10724_c0		C22H30O11						
xcpd__10725_c0		C33H26O3						
xcpd__10726_c0		C26H30O8						
xcpd__10728_c0		C23H35O8P						
xcpd__10729_c0		C23H34O10						
xcpd__10730_c0		C26H35N2O2PS						
xcpd__10732_c0		C27H34O7						
xcpd__10733_c0		C27H38N2OS2						
xcpd__10736_c0		C24H38O9						
xcpd__10737_c0		C27H39N2OPS						
xcpd__10739_c0		C22H17NO11						
xcpd__10744_c0		C23H21NO10						
xcpd__10748_c0		C24H25NO9						
xcpd__10750_c0		C21H29NO11						
xcpd__10754_c0		C22H33NO10						
xcpd__10759_c0		C18H16O15						
xcpd__10760_c0		C22H16O12						
xcpd__10761_c0		C22H16O12						
xcpd__10762_c0		C23H20O7S2						
xcpd__10763_c0		C23H12N4O8						
xcpd__10764_c0		C19H21O12P						
xcpd__10766_c0		C19H20O14						
xcpd__10767_c0		C23H20O11						
xcpd__10768_c0		C23H20O11						
xcpd__10769_c0		C20H25O11P						
xcpd__10770_c0		C20H24O13						
xcpd__10771_c0		C31H20O5						
xcpd__10773_c0		C24H24O10						
xcpd__10774_c0		C24H24O10						
xcpd__10775_c0		C21H29O10P						
xcpd__10776_c0		C21H28O12						
xcpd__10777_c0		C32H24O4						
xcpd__10778_c0		C25H28O9						
xcpd__10779_c0		C25H28O9						
xcpd__10780_c0		C22H32O9S						
xcpd__10781_c0		C22H32O9S						
xcpd__10782_c0		C22H33O9P						
xcpd__10783_c0		C22H32O11						
xcpd__10784_c0		C27H29N4O2P						
xcpd__10785_c0		C33H28O3						
xcpd__10787_c0		C26H32O8						
xcpd__10789_c0		C23H37O8P						
xcpd__10790_c0		C23H36O10						
xcpd__10791_c0		C24H41O7P						
xcpd__10793_c0		C22H19NO11						
xcpd__10794_c0		C22H19NO11						
xcpd__10795_c0		C18H24N3O8PS						
xcpd__10800_c0		C23H23NO10						
xcpd__10801_c0		C23H23NO10						
xcpd__10802_c0		C26H24N3O2PS						
xcpd__10804_c0		C24H28NO5PS						
xcpd__10809_c0		C14H27N5O13						
xcpd__10812_c0		C24H27NO9						
xcpd__10813_c0		C25H31NO4S2						
xcpd__10824_c0		C15H6O14S2						
xcpd__10825_c0		C21H14O13						
xcpd__10827_c0		C31H11N2O2P						
xcpd__10829_c0		C31H10N2O4						
xcpd__10830_c0		C18H18O15						
xcpd__10831_c0		C21H19N2O7PS						
xcpd__10832_c0		C22H18O12						
xcpd__10833_c0		C25H19N2O4PS						
xcpd__10835_c0		C19H22O14						
xcpd__10836_c0		C30H18O6						
xcpd__10838_c0		C23H22O11						
xcpd__10839_c0		C20H27O11P						
xcpd__10840_c0		C20H26O13						
xcpd__10841_c0		C31H22O5						
xcpd__10842_c0		C24H26O10						
xcpd__10843_c0		C21H31O10P						
xcpd__10844_c0		C21H30O12						
xcpd__10845_c0		C32H26O4						
xcpd__10847_c0		C25H30O9						
xcpd__10848_c0		C22H34O9S						
xcpd__10849_c0		C22H35O9P						
xcpd__10850_c0		C22H34O11						
xcpd__10854_c0		C26H34O8						
xcpd__10855_c0		C23H39O8P						
xcpd__10856_c0		C27H38O7						
xcpd__10857_c0		C28H43O4P						
xcpd__10858_c0		C27H13N3O2S2						
xcpd__10859_c0		C21H17NO12						
xcpd__10860_c0		C18H21NO14						
xcpd__10861_c0		C22H21NO11						
xcpd__10862_c0		C22H21NO11						
xcpd__10866_c0		C19H26NO11P						
xcpd__10868_c0		C15H29N3O12S						
xcpd__10869_c0		C23H25NO10						
xcpd__10870_c0		C23H25NO10						
xcpd__10871_c0		C24H29NO5S2						
xcpd__10873_c0		C22H26N3O7P						
xcpd__10875_c0		C26H25N3O4S						
xcpd__10877_c0		C24H29NO9						
xcpd__10884_c0		C20H4N4O11						
xcpd__10886_c0		C21H16O13						
xcpd__10887_c0		C21H16O13						
xcpd__10888_c0		C22H20O8S2						
xcpd__10889_c0		C18H21O13P						
xcpd__10891_c0		C19H25O8PS2						
xcpd__10892_c0		C18H20O15						
xcpd__10894_c0		C22H20O12						
xcpd__10895_c0		C19H25O12P						
xcpd__10896_c0		C19H24O14						
xcpd__10897_c0		C19H24O14						
xcpd__10900_c0		C23H24O11						
xcpd__10901_c0		C20H29O11P						
xcpd__10902_c0		C20H28O13						
xcpd__10904_c0		C24H28O10						
xcpd__10905_c0		C21H33O10P						
xcpd__10907_c0		C21H32O12						
xcpd__10908_c0		C26H37O2PS2						
xcpd__10909_c0		C32H28O4						
xcpd__10911_c0		C25H32O9						
xcpd__10912_c0		C22H37O9P						
xcpd__10913_c0		C26H36O8						
xcpd__10914_c0		C26H36O8						
xcpd__10915_c0		C23H41O8P						
xcpd__10917_c0		C27H40O7						
xcpd__10920_c0		C21H19NO12						
xcpd__10921_c0		C21H19NO12						
xcpd__10922_c0		C15H19N5O13						
xcpd__10925_c0		C22H23NO11						
xcpd__10926_c0		C22H23NO11						
xcpd__10931_c0		C30H23NO3S						
xcpd__10934_c0		C23H27NO10						
xcpd__10937_c0		C26H27N3O4S						
xcpd__10941_c0		C27H31N3O3S						
xcpd__10946_c0		C21H18O13						
xcpd__10947_c0		C25H19O8P						
xcpd__10949_c0		C31H14N2O4						
xcpd__10950_c0		C21H22N2O9S						
xcpd__10951_c0		C29H18O7						
xcpd__10953_c0		C22H22O12						
xcpd__10954_c0		C26H23O7P						
xcpd__10955_c0		C19H27O12P						
xcpd__10956_c0		C25H23N2O6P						
xcpd__10957_c0		C13H27N4O13P						
xcpd__10958_c0		C19H26O14						
xcpd__10959_c0		C34H22OS						
xcpd__10960_c0		C24H31O4PS2						
xcpd__10961_c0		C24H31O4PS2						
xcpd__10964_c0		C23H26O11						
xcpd__10965_c0		C20H31O11P						
xcpd__10966_c0		C24H31O8P						
xcpd__10967_c0		C25H35O3PS2						
xcpd__10971_c0		C24H30O10						
xcpd__10972_c0		C21H35O10P						
xcpd__10973_c0		C22H39O5PS2						
xcpd__10976_c0		C26H39O2PS2						
xcpd__10977_c0		C24H34N2O6S						
xcpd__10978_c0		C25H34O9						
xcpd__10979_c0		C22H39O9P						
xcpd__10981_c0		C26H38O8						
xcpd__10982_c0		C20H17NO13						
xcpd__10984_c0		C21H21NO12						
xcpd__10985_c0		C21H21NO12						
xcpd__10988_c0		C14H29N3O13S						
xcpd__10996_c0		C24H33NO9						
xcpd__10997_c0		C28H34NO4P						
xcpd__11000_c0		C20H4N2O9S2						
xcpd__11002_c0		C20H16O14						
xcpd__11003_c0		C20H16O14						
xcpd__11004_c0		C17H21O14P						
xcpd__11005_c0		C21H20O13						
xcpd__11006_c0		C18H25O13P						
xcpd__11010_c0		C23H29O5PS2						
xcpd__11011_c0		C29H20O7						
xcpd__11012_c0		C22H24O12						
xcpd__11013_c0		C21H24N2O11						
xcpd__11015_c0		C13H28N4O15						
xcpd__11017_c0		C23H28O11						
xcpd__11019_c0		C21H37O6PS2						
xcpd__11021_c0		C24H33O8P						
xcpd__11022_c0		C25H37O3PS2						
xcpd__11023_c0		C25H29N4O4P						
xcpd__11024_c0		C24H32O10						
xcpd__11027_c0		C25H37O7P						
xcpd__11029_c0		C25H36O9						
xcpd__11030_c0		C26H41O6P						
xcpd__11031_c0		C26H40O8						
xcpd__11032_c0		C26H40O8						
xcpd__11033_c0		C20H19NO13						
xcpd__11034_c0		C20H19NO13						
xcpd__11035_c0		C21H23NO8S2						
xcpd__11037_c0		C23H19N3O7S						
xcpd__11038_c0		C21H23NO12						
xcpd__11049_c0		C27H36N3OPS						
xcpd__11055_c0		C25H14N4O5S						
xcpd__11056_c0		C14H19N4O13P						
xcpd__11057_c0		C20H18O14						
xcpd__11058_c0		C20H18O14						
xcpd__11059_c0		C28H19O4PS						
xcpd__11060_c0		C28H18O6S						
xcpd__11062_c0		C24H18O11						
xcpd__11063_c0		C25H23O6PS						
xcpd__11064_c0		C23H18N2O10						
xcpd__11068_c0		C21H22O13						
xcpd__11069_c0		C20H22N2O12						
xcpd__11070_c0		C29H22O5S						
xcpd__11071_c0		C18H27O13P						
xcpd__11072_c0		C19H31O8PS2						
xcpd__11073_c0		C25H22O10						
xcpd__11074_c0		C26H26O5S2						
xcpd__11077_c0		C22H26O12						
xcpd__11078_c0		C14H31N2O14P						
xcpd__11079_c0		C21H26N2O11						
xcpd__11080_c0		C19H31O12P						
xcpd__11081_c0		C26H26O9						
xcpd__11082_c0		C26H26O9						
xcpd__11083_c0		C23H31O9P						
xcpd__11084_c0		C23H30O11						
xcpd__11085_c0		C34H26O3						
xcpd__11088_c0		C19H34N2O10S						
xcpd__11090_c0		C24H35O8P						
xcpd__11091_c0		C24H34O10						
xcpd__11092_c0		C25H39O7P						
xcpd__11093_c0		C19H39N4O8P						
xcpd__11094_c0		C25H38O9						
xcpd__11096_c0		C26H43O6P						
xcpd__11097_c0		C23H47O8P						
xcpd__11100_c0		C37H9NO						
xcpd__11101_c0		C20H21NO11S						
xcpd__11102_c0		C33H13N3O2						
xcpd__11103_c0		C20H21NO13						
xcpd__11104_c0		C20H21NO13						
xcpd__11105_c0		C14H29NO13S2						
xcpd__11108_c0		C24H21NO10						
xcpd__11109_c0		C21H25NO12						
xcpd__11113_c0		C25H30N3O3PS						
xcpd__11117_c0		C23H33NO10						
xcpd__11125_c0		C19H16O15						
xcpd__11126_c0		C28H12N4O3S						
xcpd__11127_c0		C23H16O12						
xcpd__11128_c0		C23H16O12						
xcpd__11130_c0		C20H21O12P						
xcpd__11132_c0		C20H20O14						
xcpd__11133_c0		C25H17N4O5P						
xcpd__11135_c0		C24H20O11						
xcpd__11136_c0		C25H24O6S2						
xcpd__11137_c0		C21H25O11P						
xcpd__11138_c0		C21H24O13						
xcpd__11140_c0		C25H24O10						
xcpd__11141_c0		C25H24O10						
xcpd__11142_c0		C22H28O10S						
xcpd__11143_c0		C18H28O15						
xcpd__11144_c0		C18H28O15						
xcpd__11146_c0		C22H28O12						
xcpd__11147_c0		C33H24O4						
xcpd__11148_c0		C26H28O9						
xcpd__11149_c0		C26H28O9						
xcpd__11150_c0		C23H32O9S						
xcpd__11151_c0		C23H33O9P						
xcpd__11152_c0		C23H32O11						
xcpd__11153_c0		C34H28O3						
xcpd__11155_c0		C20H37O11P						
xcpd__11156_c0		C21H41O6PS2						
xcpd__11157_c0		C27H32O8						
xcpd__11159_c0		C24H36O8S						
xcpd__11160_c0		C24H37O8P						
xcpd__11161_c0		C24H36O10						
xcpd__11162_c0		C25H41O7P						
xcpd__11164_c0		C25H40O9						
xcpd__11165_c0		C15H19NO15S						
xcpd__11167_c0		C32H11N3O3						
xcpd__11169_c0		C19H19NO14						
xcpd__11171_c0		C26H20N3O3PS						
xcpd__11177_c0		C14H23N5O14						
xcpd__11180_c0		C24H23NO10						
xcpd__11181_c0		C25H27NO5S2						
xcpd__11182_c0		C35H19NO2						
xcpd__11183_c0		C21H27NO12						
xcpd__11189_c0		C23H10N4O7S						
xcpd__11190_c0		C22H14O13						
xcpd__11191_c0		C23H10N4O9						
xcpd__11192_c0		C16H22O13S2						
xcpd__11193_c0		C19H18O15						
xcpd__11194_c0		C19H18O15						
xcpd__11195_c0		C23H18O12						
xcpd__11196_c0		C23H18O12						
xcpd__11197_c0		C20H23O12P						
xcpd__11199_c0		C20H22O14						
xcpd__11200_c0		C23H22N2O8S						
xcpd__11201_c0		C31H18O6						
xcpd__11202_c0		C24H22O11						
xcpd__11203_c0		C21H27O11P						
xcpd__11204_c0		C21H26O13						
xcpd__11205_c0		C32H22O5						
xcpd__11206_c0		C30H22N4OS						
xcpd__11207_c0		C25H26O10						
xcpd__11208_c0		C25H26O10						
xcpd__11209_c0		C22H30O10S						
xcpd__11210_c0		C25H31N2O2PS2						
xcpd__11212_c0		C22H30O12						
xcpd__11213_c0		C33H26O4						
xcpd__11214_c0		C26H30O9						
xcpd__11215_c0		C20H38O9S2						
xcpd__11216_c0		C23H35O9P						
xcpd__11217_c0		C23H34O11						
xcpd__11218_c0		C34H30O3						
xcpd__11220_c0		C19H38N2O10S						
xcpd__11221_c0		C27H34O8						
xcpd__11223_c0		C24H39O8P						
xcpd__11224_c0		C24H38O10						
xcpd__11225_c0		C24H38O10						
xcpd__11226_c0		C14H17NO16S						
xcpd__11229_c0		C35H9N3O						
xcpd__11230_c0		C22H17NO12						
xcpd__11235_c0		C23H21NO11						
xcpd__11242_c0		C24H25NO10						
xcpd__11243_c0		C24H25NO10						
xcpd__11246_c0		C21H29NO12						
xcpd__11247_c0		C25H30NO7P						
xcpd__11248_c0		C26H34NO2PS2						
xcpd__11250_c0		C25H29NO9						
xcpd__11251_c0		C25H29NO9						
xcpd__11259_c0		C22H8N4O8S						
xcpd__11261_c0		C22H16O11S						
xcpd__11263_c0		C22H16O13						
xcpd__11264_c0		C22H16O13						
xcpd__11266_c0		C19H21O13P						
xcpd__11268_c0		C19H20O15						
xcpd__11269_c0		C23H20O12						
xcpd__11270_c0		C23H20O12						
xcpd__11271_c0		C20H25O12P						
xcpd__11272_c0		C20H24O14						
xcpd__11273_c0		C31H20O6						
xcpd__11275_c0		C24H24O11						
xcpd__11276_c0		C21H29O11P						
xcpd__11277_c0		C21H28O13						
xcpd__11278_c0		C24H28N2O7S						
xcpd__11281_c0		C25H28O10						
xcpd__11282_c0		C22H32O10S						
xcpd__11283_c0		C22H33O10P						
xcpd__11284_c0		C22H32O12						
xcpd__11286_c0		C26H32O9						
xcpd__11288_c0		C23H36O11						
xcpd__11289_c0		C26H37N2O3PS						
xcpd__11290_c0		C26H36N2O5S						
xcpd__11292_c0		C27H36O8						
xcpd__11294_c0		C27H40N2O2S2						
xcpd__11295_c0		C24H41O8P						
xcpd__11298_c0		C23H45N4O5P						
xcpd__11300_c0		C26H7N3O8						
xcpd__11301_c0		C21H15NO13						
xcpd__11304_c0		C19H23NO14						
xcpd__11306_c0		C23H23NO11						
xcpd__11307_c0		C23H23NO11						
xcpd__11308_c0		C26H23N3O5S						
xcpd__11309_c0		C24H28NO6PS						
xcpd__11310_c0		C22H23N3O10						
xcpd__11313_c0		C20H27NO13						
xcpd__11314_c0		C24H27NO10						
xcpd__11315_c0		C27H28N3O2PS						
xcpd__11316_c0		C25H31NO5S2						
xcpd__11319_c0		C35H23NO2						
xcpd__11322_c0		C21H31NO12						
xcpd__11323_c0		C25H31NO9						
xcpd__11325_c0		C17H36N3O11P						
xcpd__11326_c0		C22H35NO11						
xcpd__11327_c0		C22H35NO11						
xcpd__11329_c0		C31H7O5P						
xcpd__11331_c0		C22H18O13						
xcpd__11332_c0		C22H18O13						
xcpd__11334_c0		C32H14N2O4						
xcpd__11335_c0		C19H22O15						
xcpd__11336_c0		C19H22O15						
xcpd__11338_c0		C31H22O2S2						
xcpd__11339_c0		C23H22O12						
xcpd__11340_c0		C23H22O12						
