id	name	formula	charge	inchikey	smiles	deltag	kegg id	ms id
xcpd__7209_c0		C16H18N2O8						
xcpd__7210_c0		C14H23O9P						
xcpd__7211_c0		C18H22O6S						
xcpd__7215_c0		C18H22O8						
xcpd__7216_c0		C17H22N2O7						
xcpd__7217_c0		C15H27O8P						
xcpd__7218_c0		C19H26O5S						
xcpd__7221_c0		C19H26O7						
xcpd__7222_c0		C16H30O7S						
xcpd__7225_c0		C20H30O6						
xcpd__7226_c0		C17H35O6P						
xcpd__7228_c0		C21H34O5						
xcpd__7234_c0		C15H13NO10						
xcpd__7236_c0		C14H14N3O7P						
xcpd__7240_c0		C16H17NO9						
xcpd__7246_c0		C17H21NO8						
xcpd__7251_c0		C17H26N3O2PS						
xcpd__7252_c0		C18H25NO7						
xcpd__7255_c0		C15H30NO7P						
xcpd__7259_c0		C17H37NO7						
xcpd__7263_c0		C9H21O9PS2						
xcpd__7264_c0		C15H12O11						
xcpd__7265_c0		C12H17O11P						
xcpd__7267_c0		C20H8N4O4						
xcpd__7268_c0		C16H16O8S						
xcpd__7269_c0		C16H16O8S						
xcpd__7270_c0		C23H13O3P						
xcpd__7271_c0		C20H17O3PS						
xcpd__7274_c0		C16H16O10						
xcpd__7275_c0		C13H20O10S						
xcpd__7276_c0		C15H16N2O9						
xcpd__7280_c0		C17H20O7S						
xcpd__7283_c0		C17H20O9						
xcpd__7284_c0		C16H21N2O6P						
xcpd__7285_c0		C16H20N2O8						
xcpd__7288_c0		C21H20O6						
xcpd__7289_c0		C18H24O6S						
xcpd__7291_c0		C14H24O11						
xcpd__7293_c0		C18H24O8						
xcpd__7294_c0		C17H24N2O7						
xcpd__7295_c0		C15H29O8P						
xcpd__7296_c0		C19H28O5S						
xcpd__7298_c0		C19H28O7						
xcpd__7299_c0		C20H32O6						
xcpd__7302_c0		C21H36O5						
xcpd__7307_c0		C13H12N3O8P						
xcpd__7309_c0		C15H15NO8S						
xcpd__7310_c0		C24H7N3O2						
xcpd__7312_c0		C15H15NO10						
xcpd__7314_c0		C12H19NO10S						
xcpd__7319_c0		C16H19NO9						
xcpd__7323_c0		C17H23NO8						
xcpd__7325_c0		C16H23N3O7						
xcpd__7328_c0		C20H23N3O4						
xcpd__7330_c0		C18H27NO7						
xcpd__7337_c0		C12H7N2O10P						
xcpd__7339_c0		C19H6N4O3S						
xcpd__7341_c0		C9H14N4O10S						
xcpd__7344_c0		C15H14O11						
xcpd__7345_c0		C12H19O11P						
xcpd__7347_c0		C19H14O8						
xcpd__7348_c0		C16H18O8S						
xcpd__7349_c0		C10H18N4O9S						
xcpd__7351_c0		C16H18O10						
xcpd__7352_c0		C15H19N2O7P						
xcpd__7353_c0		C13H22O10S						
xcpd__7354_c0		C15H18N2O9						
xcpd__7356_c0		C20H18O7						
xcpd__7358_c0		C17H22O7S						
xcpd__7359_c0		C24H19O2P						
xcpd__7360_c0		C14H18N4O8						
xcpd__7361_c0		C17H23O7P						
xcpd__7362_c0		C17H22O9						
xcpd__7363_c0		C16H23N2O6P						
xcpd__7368_c0		C16H22N2O8						
xcpd__7369_c0		C14H27O9P						
xcpd__7372_c0		C21H22O6						
xcpd__7374_c0		C18H26O6S						
xcpd__7375_c0		C18H26O6S						
xcpd__7377_c0		C18H26O8						
xcpd__7378_c0		C17H27N2O5P						
xcpd__7379_c0		C15H30O8S						
xcpd__7382_c0		C17H26N2O7						
xcpd__7383_c0		C22H26O5						
xcpd__7384_c0		C19H30O5S						
xcpd__7385_c0		C19H31O5P						
xcpd__7386_c0		C19H30O7						
xcpd__7387_c0		C20H34O6						
xcpd__7389_c0		C21H38O5						
xcpd__7390_c0		C10H13NO12S						
xcpd__7391_c0		C9H14N3O9PS						
xcpd__7393_c0		C23H5N3O3						
xcpd__7397_c0		C22H13NO3S						
xcpd__7398_c0		C18H13NO8						
xcpd__7399_c0		C15H17NO8S						
xcpd__7401_c0		C15H18NO8P						
xcpd__7402_c0		C15H17NO10						
xcpd__7406_c0		C11H21N3O9S						
xcpd__7407_c0		C19H17NO7						
xcpd__7410_c0		C16H22NO7P						
xcpd__7415_c0		C20H21NO6						
xcpd__7416_c0		C17H25NO8						
xcpd__7424_c0		C18H4N4O6						
xcpd__7425_c0		C18H12O7S						
xcpd__7426_c0		C14H12O12						
xcpd__7427_c0		C18H12O9						
xcpd__7428_c0		C15H16O9S						
xcpd__7430_c0		C9H16N4O10S						
xcpd__7432_c0		C15H16O11						
xcpd__7433_c0		C12H20O11S						
xcpd__7434_c0		C15H21N2O3PS2						
xcpd__7436_c0		C19H16O8						
xcpd__7437_c0		C16H20O8S						
xcpd__7438_c0		C16H21O8P						
xcpd__7439_c0		C16H20O10						
xcpd__7441_c0		C13H24O10S						
xcpd__7444_c0		C13H25O10P						
xcpd__7446_c0		C20H20O7						
xcpd__7447_c0		C17H24O7S						
xcpd__7449_c0		C17H24O9						
xcpd__7450_c0		C14H28O9S						
xcpd__7452_c0		C21H24O6						
xcpd__7453_c0		C18H28O6S						
xcpd__7454_c0		C18H28O6S						
xcpd__7455_c0		C18H29O6P						
xcpd__7456_c0		C18H28O8						
xcpd__7459_c0		C22H28O5						
xcpd__7462_c0		C19H32O7						
xcpd__7464_c0		C20H36O6						
xcpd__7468_c0		C13H12NO10P						
xcpd__7471_c0		C14H15NO9S						
xcpd__7472_c0		C11H11N5O10						
xcpd__7474_c0		C14H15NO11						
xcpd__7476_c0		C18H15NO8						
xcpd__7478_c0		C15H19NO8S						
xcpd__7484_c0		C19H19NO7						
xcpd__7488_c0		C19H23N3OS2						
xcpd__7489_c0		C16H24NO7P						
xcpd__7490_c0		C16H23NO9						
xcpd__7494_c0		C20H23NO6						
xcpd__7496_c0		C18H32NOPS2						
xcpd__7501_c0		C18H31NO7						
xcpd__7502_c0		C21H44NO2P						
xcpd__7506_c0		C17H10O10						
xcpd__7507_c0		C14H15O10P						
xcpd__7509_c0		C14H14O12						
xcpd__7510_c0		C14H19N2O4PS2						
xcpd__7511_c0		C18H14O9						
xcpd__7512_c0		C15H18O9S						
xcpd__7515_c0		C15H18O11						
xcpd__7516_c0		C12H22O11S						
xcpd__7519_c0		C19H18O8						
xcpd__7520_c0		C16H22O8S						
xcpd__7522_c0		C16H23O8P						
xcpd__7523_c0		C16H22O10						
xcpd__7525_c0		C13H26O10S						
xcpd__7526_c0		C13H26O10S						
xcpd__7528_c0		C20H22O7						
xcpd__7529_c0		C17H26O7S						
xcpd__7530_c0		C17H26O7S						
xcpd__7532_c0		C21H26O4S						
xcpd__7533_c0		C17H26O9						
xcpd__7534_c0		C14H30O9S						
xcpd__7535_c0		C14H30O9S						
xcpd__7537_c0		C21H26O6						
xcpd__7539_c0		C18H30O8						
xcpd__7541_c0		C22H30O5						
xcpd__7543_c0		C19H35O5P						
xcpd__7546_c0		C17H13NO9						
xcpd__7547_c0		C20H14N3OPS						
xcpd__7550_c0		C22H9N5O2						
xcpd__7551_c0		C14H17NO11						
xcpd__7554_c0		C18H17NO8						
xcpd__7558_c0		C15H22NO8P						
xcpd__7563_c0		C19H21NO7						
xcpd__7566_c0		C16H26NO7P						
xcpd__7568_c0		C16H25NO9						
xcpd__7569_c0		C16H25NO9						
xcpd__7571_c0		C20H25NO6						
xcpd__7573_c0		C17H29NO8						
xcpd__7578_c0		C22H8N4OS						
xcpd__7579_c0		C17H12O10						
xcpd__7581_c0		C18H16O7S						
xcpd__7582_c0		C14H16O12						
xcpd__7584_c0		C19H21O2PS2						
xcpd__7587_c0		C18H16O9						
xcpd__7588_c0		C15H20O9S						
xcpd__7589_c0		C15H21O9P						
xcpd__7590_c0		C19H20O6S						
xcpd__7591_c0		C15H20O11						
xcpd__7593_c0		C12H24O11S						
xcpd__7596_c0		C19H20O8						
xcpd__7597_c0		C16H24O8S						
xcpd__7599_c0		C16H24O10						
xcpd__7600_c0		C13H28O10S						
xcpd__7602_c0		C20H24O7						
xcpd__7603_c0		C17H28O7S						
xcpd__7604_c0		C17H28O7S						
xcpd__7605_c0		C17H29O7P						
xcpd__7606_c0		C17H28O9						
xcpd__7608_c0		C21H28O6						
xcpd__7609_c0		C18H33O6P						
xcpd__7611_c0		C22H32O5						
xcpd__7617_c0		C17H15NO7S						
xcpd__7619_c0		C17H15NO9						
xcpd__7622_c0		C14H20NO9P						
xcpd__7631_c0		C15H24NO8P						
xcpd__7632_c0		C15H23NO10						
xcpd__7637_c0		C20H27NO6						
xcpd__7640_c0		C18H35NO5S						
xcpd__7644_c0		C13H15O11P						
xcpd__7646_c0		C17H14O10						
xcpd__7647_c0		C14H18O10S						
xcpd__7649_c0		C14H18O12						
xcpd__7653_c0		C18H18O9						
xcpd__7654_c0		C15H22O9S						
xcpd__7655_c0		C15H23O9P						
xcpd__7656_c0		C15H22O11						
xcpd__7657_c0		C14H23N2O8P						
xcpd__7658_c0		C12H26O11S						
xcpd__7661_c0		C19H22O8						
xcpd__7662_c0		C16H26O8S						
xcpd__7663_c0		C16H26O8S						
xcpd__7664_c0		C18H22N2O7						
xcpd__7665_c0		C16H27O8P						
xcpd__7666_c0		C16H26O10						
xcpd__7667_c0		C16H26O10						
xcpd__7668_c0		C10H26N4O11						
xcpd__7670_c0		C20H26O7						
xcpd__7671_c0		C17H31O7P						
xcpd__7672_c0		C21H30O6						
xcpd__7673_c0		C18H35O6P						
xcpd__7675_c0		C22H34O5						
xcpd__7676_c0		C19H39O5P						
xcpd__7679_c0		C16H13NO10						
xcpd__7682_c0		C17H17NO9						
xcpd__7688_c0		C14H22NO9P						
xcpd__7692_c0		C18H21NO8						
xcpd__7694_c0		C17H21N3O7						
xcpd__7702_c0		C18H37NO5S						
xcpd__7703_c0		C18H38NO5P						
xcpd__7706_c0		C16H12O11						
xcpd__7707_c0		C13H17O11P						
xcpd__7708_c0		C21H17O3PS						
xcpd__7711_c0		C21H16O5S						
xcpd__7713_c0		C17H16O10						
xcpd__7715_c0		C15H16N4O6S						
xcpd__7716_c0		C14H21O10P						
xcpd__7717_c0		C19H16N4O3S						
xcpd__7720_c0		C18H20O9						
xcpd__7721_c0		C15H24O9S						
xcpd__7722_c0		C15H24O9S						
xcpd__7723_c0		C17H20N2O8						
xcpd__7724_c0		C15H25O9P						
xcpd__7727_c0		C19H24O8						
xcpd__7728_c0		C16H29O8P						
xcpd__7729_c0		C20H28O5S						
xcpd__7730_c0		C20H28O5S						
xcpd__7733_c0		C20H28O7						
xcpd__7734_c0		C17H33O7P						
xcpd__7735_c0		C17H32O9						
xcpd__7736_c0		C20H33N2OPS						
xcpd__7737_c0		C21H32O6						
xcpd__7738_c0		C18H37O6P						
xcpd__7739_c0		C18H36O8						
xcpd__7740_c0		C19H41O5P						
xcpd__7741_c0		C14H11N3O6S2						
xcpd__7742_c0		C16H15NO8S						
xcpd__7745_c0		C22H11N3O4						
xcpd__7750_c0		C19H16N3O4P						
xcpd__7752_c0		C16H20N3O4PS						
xcpd__7753_c0		C17H19NO9						
xcpd__7758_c0		C18H23NO8						
xcpd__7759_c0		C18H23NO8						
xcpd__7763_c0		C19H27NO7						
xcpd__7771_c0		C18H7O8P						
xcpd__7773_c0		C10H23O9PS2						
xcpd__7774_c0		C16H14O11						
xcpd__7775_c0		C15H14N2O10						
xcpd__7777_c0		C13H19O11P						
xcpd__7779_c0		C20H14O8						
xcpd__7780_c0		C21H10N4O4						
xcpd__7781_c0		C17H18O8S						
xcpd__7782_c0		C17H19O8P						
xcpd__7784_c0		C17H18O10						
xcpd__7786_c0		C16H19N2O7P						
xcpd__7787_c0		C16H18N2O9						
xcpd__7789_c0		C14H23O10P						
xcpd__7790_c0		C18H22O7S						
xcpd__7791_c0		C18H22O7S						
xcpd__7792_c0		C14H22O12						
xcpd__7794_c0		C18H22O9						
xcpd__7795_c0		C17H22N2O8						
xcpd__7796_c0		C15H27O9P						
xcpd__7797_c0		C19H26O6S						
xcpd__7801_c0		C19H26O8						
xcpd__7802_c0		C18H26N2O7						
xcpd__7804_c0		C16H31O8P						
xcpd__7805_c0		C20H30O5S						
xcpd__7806_c0		C20H30O5S						
xcpd__7808_c0		C20H30O7						
xcpd__7810_c0		C17H35O7P						
xcpd__7811_c0		C21H34O6						
xcpd__7812_c0		C18H38O6S						
xcpd__7814_c0		C18H39O6P						
xcpd__7815_c0		C15H13NO11						
xcpd__7816_c0		C14H14N3O8P						
xcpd__7823_c0		C17H21NO9						
xcpd__7825_c0		C16H21N3O8						
xcpd__7828_c0		C18H25NO8						
xcpd__7830_c0		C19H29NO7						
xcpd__7831_c0		C19H29NO7						
xcpd__7836_c0		C9H21O10PS2						
xcpd__7837_c0		C15H12O12						
xcpd__7838_c0		C12H17O12P						
xcpd__7839_c0		C19H12O9						
xcpd__7842_c0		C16H16O9S						
xcpd__7843_c0		C16H16O9S						
xcpd__7844_c0		C20H17O4PS						
xcpd__7846_c0		C16H17O9P						
xcpd__7848_c0		C16H16O11						
xcpd__7849_c0		C15H16N2O10						
xcpd__7851_c0		C13H21O11P						
xcpd__7852_c0		C20H16O8						
xcpd__7854_c0		C17H20O8S						
xcpd__7856_c0		C17H20O10						
xcpd__7857_c0		C16H21N2O7P						
xcpd__7858_c0		C28H16O2						
xcpd__7861_c0		C14H25O10P						
xcpd__7862_c0		C21H20O7						
xcpd__7864_c0		C18H24O7S						
xcpd__7865_c0		C18H25O7P						
xcpd__7866_c0		C18H24O9						
xcpd__7872_c0		C17H24N2O8						
xcpd__7873_c0		C22H24O6						
xcpd__7874_c0		C19H28O6S						
xcpd__7876_c0		C19H28O8						
xcpd__7877_c0		C20H32O5S						
xcpd__7880_c0		C20H32O7						
xcpd__7881_c0		C21H36O6						
xcpd__7882_c0		C22H40O5						
xcpd__7883_c0		C24H7N3OS						
xcpd__7885_c0		C24H7N3O3						
xcpd__7889_c0		C19H15NO8						
xcpd__7891_c0		C16H19NO8S						
xcpd__7893_c0		C16H19NO10						
xcpd__7897_c0		C20H19NO7						
xcpd__7901_c0		C17H24NO7P						
xcpd__7905_c0		C16H23N3O8						
xcpd__7907_c0		C18H27NO8						
xcpd__7910_c0		C21H39NO5						
xcpd__7915_c0		C19H6N4O6						
xcpd__7916_c0		C19H15O5PS						
xcpd__7917_c0		C15H15O10P						
xcpd__7919_c0		C15H14O12						
xcpd__7920_c0		C12H19O12P						
xcpd__7921_c0		C19H14O9						
xcpd__7923_c0		C18H15N2O6P						
xcpd__7924_c0		C16H18O9S						
xcpd__7925_c0		C16H19O9P						
xcpd__7926_c0		C16H18O11						
xcpd__7928_c0		C13H22O11S						
xcpd__7929_c0		C13H22O11S						
xcpd__7931_c0		C15H18N2O10						
xcpd__7932_c0		C20H18O8						
xcpd__7933_c0		C17H22O8S						
xcpd__7934_c0		C17H22O8S						
xcpd__7935_c0		C17H23O8P						
xcpd__7936_c0		C17H22O10						
xcpd__7938_c0		C14H26O10S						
xcpd__7940_c0		C21H22O7						
xcpd__7941_c0		C18H26O7S						
xcpd__7942_c0		C18H27O7P						
xcpd__7943_c0		C18H26O9						
xcpd__7945_c0		C22H26O6						
xcpd__7946_c0		C19H30O6S						
xcpd__7948_c0		C19H30O8						
xcpd__7950_c0		C23H30O5						
xcpd__7951_c0		C20H35O5P						
xcpd__7953_c0		C20H34O7						
xcpd__7954_c0		C21H38O6						
xcpd__7956_c0		C23H5N3O4						
xcpd__7958_c0		C18H17N3O3S2						
xcpd__7959_c0		C15H18NO9P						
xcpd__7963_c0		C19H17NO8						
xcpd__7964_c0		C16H21NO8S						
xcpd__7965_c0		C16H22NO8P						
xcpd__7969_c0		C20H21NO7						
xcpd__7974_c0		C20H25N3OS2						
xcpd__7977_c0		C18H29NO8						
xcpd__7985_c0		C18H12O10						
xcpd__7987_c0		C26H12O2S						
xcpd__7988_c0		C15H17O10P						
xcpd__7990_c0		C15H16O12						
xcpd__7991_c0		C15H21N2O4PS2						
xcpd__7992_c0		C26H12O4						
xcpd__7993_c0		C19H16O9						
xcpd__7994_c0		C16H20O9S						
xcpd__7995_c0		C16H20O9S						
xcpd__7996_c0		C16H21O9P						
xcpd__7997_c0		C16H20O11						
xcpd__7999_c0		C13H24O11S						
xcpd__8000_c0		C16H25N2O3PS2						
xcpd__8002_c0		C20H20O8						
xcpd__8003_c0		C17H24O8S						
xcpd__8004_c0		C17H24O8S						
xcpd__8005_c0		C17H25O8P						
xcpd__8006_c0		C17H24O10						
xcpd__8007_c0		C16H25N2O7P						
xcpd__8008_c0		C14H28O10S						
xcpd__8010_c0		C21H24O7						
xcpd__8011_c0		C18H28O7S						
xcpd__8012_c0		C18H29O7P						
xcpd__8013_c0		C18H28O9						
xcpd__8016_c0		C22H28O6						
xcpd__8017_c0		C19H32O6S						
xcpd__8018_c0		C19H33O6P						
xcpd__8019_c0		C19H32O8						
xcpd__8020_c0		C19H32O8						
xcpd__8024_c0		C18H15NO9						
xcpd__8025_c0		C17H16N3O6P						
xcpd__8028_c0		C15H20NO9P						
xcpd__8031_c0		C15H19NO11						
xcpd__8033_c0		C19H19NO8						
xcpd__8034_c0		C19H19NO8						
xcpd__8038_c0		C19H23N3O2S2						
xcpd__8039_c0		C19H23N3O2S2						
xcpd__8041_c0		C16H24NO8P						
xcpd__8046_c0		C20H23NO7						
xcpd__8053_c0		C21H44NO3P						
xcpd__8059_c0		C14H15O11P						
xcpd__8060_c0		C18H14O10						
xcpd__8061_c0		C15H18O10S						
xcpd__8062_c0		C15H19O10P						
xcpd__8063_c0		C28H10N2O						
xcpd__8064_c0		C15H18O12						
xcpd__8065_c0		C12H22O12S						
xcpd__8067_c0		C19H18O9						
xcpd__8069_c0		C16H22O9S						
xcpd__8070_c0		C16H22O9S						
xcpd__8071_c0		C12H22O14						
xcpd__8072_c0		C16H23O9P						
xcpd__8073_c0		C16H22O11						
xcpd__8074_c0		C13H26O11S						
xcpd__8076_c0		C20H22O8						
xcpd__8077_c0		C17H26O8S						
xcpd__8078_c0		C17H27O8P						
xcpd__8079_c0		C17H26O10						
xcpd__8080_c0		C17H26O10						
xcpd__8081_c0		C16H27N2O7P						
xcpd__8083_c0		C21H26O7						
xcpd__8084_c0		C18H30O7S						
xcpd__8085_c0		C18H31O7P						
xcpd__8086_c0		C18H30O9						
xcpd__8089_c0		C22H30O6						
xcpd__8095_c0		C17H13NO10						
xcpd__8099_c0		C18H17NO9						
xcpd__8104_c0		C15H22NO9P						
xcpd__8107_c0		C19H21NO8						
xcpd__8111_c0		C16H26NO8P						
xcpd__8112_c0		C16H26NO8P						
xcpd__8115_c0		C20H25NO7						
xcpd__8127_c0		C13H17N2O6PS2						
xcpd__8128_c0		C17H12O11						
xcpd__8132_c0		C18H16O10						
xcpd__8133_c0		C15H20O10S						
xcpd__8135_c0		C15H21O10P						
xcpd__8137_c0		C15H20O12						
xcpd__8139_c0		C26H16O4						
xcpd__8140_c0		C19H20O9						
xcpd__8142_c0		C16H24O9S						
xcpd__8143_c0		C16H24O9S						
xcpd__8145_c0		C16H24O11						
xcpd__8146_c0		C10H24N4O12						
xcpd__8149_c0		C20H24O8						
xcpd__8150_c0		C17H28O8S						
xcpd__8151_c0		C17H28O8S						
xcpd__8152_c0		C17H29O8P						
xcpd__8154_c0		C21H29O5P						
xcpd__8155_c0		C28H24O2						
xcpd__8157_c0		C21H28O7						
xcpd__8158_c0		C18H33O7P						
xcpd__8161_c0		C22H32O6						
xcpd__8162_c0		C19H37O6P						
xcpd__8163_c0		C20H40O5S						
xcpd__8164_c0		C20H41O5P						
xcpd__8167_c0		C17H15NO10						
xcpd__8170_c0		C25H15NO2S						
xcpd__8173_c0		C18H19NO9						
xcpd__8179_c0		C15H23NO11						
xcpd__8188_c0		C18H35NO6S						
xcpd__8191_c0		C17H14O11						
xcpd__8192_c0		C14H19O11P						
xcpd__8193_c0		C20H15N2O5P						
xcpd__8196_c0		C18H18O10						
xcpd__8197_c0		C16H18N4O6S						
xcpd__8198_c0		C15H23O10P						
xcpd__8199_c0		C19H22O7S						
xcpd__8202_c0		C19H22O9						
xcpd__8203_c0		C18H23N2O6P						
xcpd__8204_c0		C16H27O9P						
xcpd__8205_c0		C16H26O11						
xcpd__8206_c0		C10H26N4O12						
xcpd__8210_c0		C20H26O8						
xcpd__8211_c0		C17H31O8P						
xcpd__8216_c0		C21H30O7						
xcpd__8217_c0		C18H35O7P						
xcpd__8218_c0		C18H34O9						
xcpd__8219_c0		C17H35N2O6P						
xcpd__8223_c0		C22H34O6						
xcpd__8224_c0		C22H34O6						
xcpd__8225_c0		C19H39O6P						
xcpd__8230_c0		C20H43O5P						
xcpd__8232_c0		C16H13NO11						
xcpd__8235_c0		C13H18NO11P						
xcpd__8236_c0		C17H17NO10						
xcpd__8239_c0		C17H21N3O4S2						
xcpd__8240_c0		C14H22NO10P						
xcpd__8244_c0		C18H21NO9						
xcpd__8253_c0		C20H29NO7						
xcpd__8258_c0		C18H37NO6S						
xcpd__8259_c0		C18H38NO6P						
xcpd__8267_c0		C18H9N2O7P						
xcpd__8268_c0		C16H12O12						
xcpd__8269_c0		C24H12O4S						
xcpd__8270_c0		C21H17O4PS						
xcpd__8271_c0		C17H16O11						
xcpd__8272_c0		C14H21O11P						
xcpd__8274_c0		C14H20O13						
xcpd__8277_c0		C18H20O10						
xcpd__8278_c0		C15H24O10S						
xcpd__8279_c0		C17H20N2O9						
xcpd__8280_c0		C15H25O10P						
xcpd__8281_c0		C19H24O7S						
xcpd__8282_c0		C19H24O7S						
xcpd__8284_c0		C28H16N2O						
xcpd__8288_c0		C19H24O9						
xcpd__8290_c0		C16H29O9P						
xcpd__8292_c0		C20H28O6S						
xcpd__8293_c0		C20H28O6S						
xcpd__8296_c0		C20H28O8						
xcpd__8297_c0		C17H33O8P						
xcpd__8298_c0		C21H32O5S						
xcpd__8302_c0		C21H32O7						
xcpd__8303_c0		C17H37N2O6P						
xcpd__8306_c0		C22H36O6						
xcpd__8307_c0		C19H40O6S						
xcpd__8318_c0		C17H19NO10						
xcpd__8322_c0		C21H19NO7						
xcpd__8324_c0		C18H23NO9						
xcpd__8327_c0		C19H27NO8						
xcpd__8329_c0		C20H31NO7						
xcpd__8331_c0		C24H31NO4						
xcpd__8336_c0		C19H10O10						
xcpd__8337_c0		C10H23O10PS2						
xcpd__8338_c0		C16H14O12						
xcpd__8339_c0		C24H14O4S						
xcpd__8340_c0		C13H19O12P						
xcpd__8341_c0		C20H14O9						
xcpd__8343_c0		C17H18O9S						
xcpd__8344_c0		C11H18N4O10S						
xcpd__8345_c0		C17H19O9P						
xcpd__8347_c0		C17H18O11						
xcpd__8350_c0		C25H18O3S						
xcpd__8351_c0		C14H23O11P						
xcpd__8352_c0		C21H18O8						
xcpd__8353_c0		C18H22O8S						
xcpd__8354_c0		C18H22O8S						
xcpd__8355_c0		C18H23O8P						
xcpd__8356_c0		C18H22O10						
xcpd__8359_c0		C17H22N2O9						
xcpd__8361_c0		C15H27O10P						
xcpd__8362_c0		C22H22O7						
xcpd__8363_c0		C19H26O7S						
xcpd__8365_c0		C19H26O9						
xcpd__8366_c0		C30H22O						
xcpd__8368_c0		C18H26N2O8						
xcpd__8370_c0		C23H26O6						
xcpd__8372_c0		C20H30O6S						
xcpd__8373_c0		C20H30O6S						
xcpd__8374_c0		C20H31O6P						
xcpd__8375_c0		C20H30O8						
xcpd__8376_c0		C23H31N2O2P						
xcpd__8377_c0		C21H34O5S						
xcpd__8380_c0		C21H34O7						
xcpd__8381_c0		C18H38O7S						
xcpd__8382_c0		C22H38O6						
xcpd__8384_c0		C25H9N3OS						
xcpd__8385_c0		C14H14N3O9P						
xcpd__8386_c0		C16H17NO9S						
xcpd__8387_c0		C17H22NO4PS2						
xcpd__8390_c0		C20H17NO8						
xcpd__8392_c0		C17H22NO8P						
xcpd__8397_c0		C21H21NO7						
xcpd__8399_c0		C21H25N3OS2						
xcpd__8400_c0		C18H26NO7P						
xcpd__8401_c0		C18H25NO9						
xcpd__8410_c0		C13H12N4O9S						
xcpd__8411_c0		C20H16O5S2						
xcpd__8412_c0		C20H17O5PS						
xcpd__8413_c0		C16H17O10P						
xcpd__8414_c0		C16H16O12						
xcpd__8415_c0		C24H16O4S						
xcpd__8416_c0		C20H16O9						
xcpd__8418_c0		C17H20O9S						
xcpd__8419_c0		C17H21O9P						
xcpd__8420_c0		C17H20O11						
xcpd__8422_c0		C14H24O11S						
xcpd__8426_c0		C21H20O8						
xcpd__8427_c0		C18H24O8S						
xcpd__8428_c0		C18H24O8S						
xcpd__8429_c0		C18H25O8P						
xcpd__8430_c0		C18H24O10						
xcpd__8434_c0		C22H24O7						
xcpd__8435_c0		C19H28O7S						
xcpd__8436_c0		C19H29O7P						
xcpd__8437_c0		C19H28O9						
xcpd__8440_c0		C17H29N4O5P						
xcpd__8441_c0		C23H28O6						
xcpd__8442_c0		C23H28O6						
xcpd__8443_c0		C20H32O6S						
xcpd__8444_c0		C20H33O6P						
xcpd__8446_c0		C20H32O8						
xcpd__8448_c0		C21H36O7						
xcpd__8451_c0		C19H15NO9						
xcpd__8453_c0		C19H19N3O3S2						
xcpd__8454_c0		C27H15NOS						
xcpd__8455_c0		C16H20NO9P						
xcpd__8459_c0		C20H19NO8						
xcpd__8462_c0		C17H24NO8P						
xcpd__8466_c0		C21H23NO7						
xcpd__8473_c0		C19H31NO8						
xcpd__8476_c0		C19H6N4O5S						
xcpd__8479_c0		C15H15O11P						
xcpd__8480_c0		C15H14O13						
xcpd__8481_c0		C19H14O10						
xcpd__8482_c0		C22H15N2O2PS						
xcpd__8483_c0		C16H18O10S						
xcpd__8485_c0		C16H19O10P						
xcpd__8486_c0		C16H18O12						
xcpd__8487_c0		C26H14N2OS						
xcpd__8489_c0		C27H14O4						
xcpd__8490_c0		C20H18O9						
xcpd__8491_c0		C17H22O9S						
xcpd__8492_c0		C17H22O9S						
xcpd__8494_c0		C17H22O11						
xcpd__8495_c0		C16H23N2O8P						
xcpd__8496_c0		C14H26O11S						
xcpd__8497_c0		C22H27OPS2						
xcpd__8499_c0		C21H22O8						
xcpd__8500_c0		C18H26O8S						
xcpd__8501_c0		C18H26O8S						
xcpd__8503_c0		C18H26O10						
xcpd__8507_c0		C22H26O7						
xcpd__8508_c0		C19H30O7S						
xcpd__8509_c0		C19H31O7P						
xcpd__8510_c0		C19H30O9						
xcpd__8511_c0		C22H30N2O3S						
xcpd__8512_c0		C30H26O						
xcpd__8515_c0		C23H30O6						
xcpd__8516_c0		C23H30O6						
xcpd__8517_c0		C20H35O6P						
xcpd__8518_c0		C20H34O8						
xcpd__8521_c0		C18H13NO10						
xcpd__8525_c0		C19H17NO9						
xcpd__8526_c0		C19H17NO9						
xcpd__8529_c0		C19H21N3O3S2						
xcpd__8530_c0		C16H22NO9P						
xcpd__8532_c0		C16H21NO11						
xcpd__8533_c0		C16H21NO11						
xcpd__8536_c0		C20H21NO8						
xcpd__8538_c0		C19H21N3O7						
xcpd__8540_c0		C20H25N3O2S2						
xcpd__8541_c0		C17H26NO8P						
xcpd__8543_c0		C17H25NO10						
xcpd__8546_c0		C21H25NO7						
xcpd__8551_c0		C21H41NO4S						
xcpd__8554_c0		C18H12O7S2						
xcpd__8555_c0		C18H12O11						
xcpd__8556_c0		C15H17O11P						
xcpd__8557_c0		C15H16O13						
xcpd__8559_c0		C19H16O10						
xcpd__8560_c0		C16H20O10S						
xcpd__8562_c0		C16H21O10P						
xcpd__8563_c0		C16H20O12						
xcpd__8564_c0		C26H16N2OS						
xcpd__8566_c0		C20H20O9						
xcpd__8567_c0		C17H24O9S						
xcpd__8568_c0		C17H24O9S						
xcpd__8569_c0		C17H25O9P						
xcpd__8570_c0		C17H24O11						
xcpd__8572_c0		C14H28O11S						
xcpd__8574_c0		C21H24O8						
xcpd__8575_c0		C18H28O8S						
xcpd__8576_c0		C18H28O8S						
